property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_cat,floor catt,price
Flat,sector 92,3.0,2.0,2,Relatively New,1325.0,0,0,0,Medium,lower,0.7
Flat,sector 103,1.0,2.0,2,New Property,402.0,0,0,0,Low,mid,0.3
Flat,sector 104,3.0,2.0,2,Under Construction,1391.0,0,0,0,Medium,mid,0.49
Flat,sector 110,4.0,4.0,3,Moderately Old,3076.0,1,0,2,Medium,mid,3.45
Flat,sector 65,2.0,2.0,2,Relatively New,1624.0,0,0,0,Medium,mid,1.3
House,sector 50,5.0,4.0,3,Moderately Old,2160.0,0,1,2,Medium,lower,7.1
Flat,sector 108,3.0,4.0,2,New Property,2525.0,0,0,0,Medium,high,3.35
House,sector 86,4.0,4.0,3+,Moderately Old,3400.0,1,1,2,Medium,lower,2.5
Flat,sector 95,3.0,2.0,1,Relatively New,716.0,0,0,2,Medium,mid,0.37
Flat,sector 37d,3.0,3.0,3,Relatively New,1990.0,0,0,0,Medium,mid,1.1
Flat,sector 78,2.0,2.0,1,Moderately Old,1239.0,0,0,0,Low,mid,0.75
House,sector 3,1.0,1.0,1,Relatively New,480.0,0,0,0,Low,lower,0.37
Flat,sector 70a,2.0,2.0,3+,Relatively New,1449.0,0,0,2,Medium,high,1.27
House,sector 49,6.0,6.0,3,Moderately Old,2880.0,1,1,1,Medium,lower,4.4
House,sohna road,1.0,1.0,No,Relatively New,33.0,0,0,0,Low,lower,0.07
Flat,sector 108,3.0,5.0,2,New Property,3800.0,1,0,0,Medium,high,3.95
Flat,sector 57,3.0,3.0,3,Moderately Old,2036.0,0,0,0,Medium,mid,2.5
Flat,sector 85,3.0,4.0,3,Moderately Old,1450.0,1,0,2,Medium,mid,1.77
Flat,sector 68,2.0,2.0,3,New Property,2487.0,0,0,0,Medium,mid,1.1
House,sector 2,4.0,5.0,2,Moderately Old,5200.0,0,0,0,Low,lower,5.2
Flat,sector 82,2.0,2.0,2,Relatively New,2403.0,0,0,2,Medium,mid,0.89
Flat,sector 90,4.0,4.0,3,Relatively New,2861.0,0,0,0,High,mid,1.25
Flat,sector 104,1.0,1.0,1,Relatively New,301.0,0,0,0,Medium,lower,0.2
Flat,sector 83,3.0,3.0,3,Relatively New,1570.0,1,0,2,Medium,mid,1.1
Flat,sector 66,2.0,2.0,2,Relatively New,1048.0,0,0,0,Low,mid,1.32
Flat,sohna road,2.0,2.0,2,Under Construction,833.0,0,0,0,Medium,lower,0.54
Flat,sector 48,3.0,3.0,3+,Moderately Old,1576.0,1,0,2,High,mid,1.76
House,sector 66,4.0,5.0,2,New Property,2250.0,1,0,0,Medium,lower,8.7
House,sector 43,3.0,4.0,3+,New Property,1935.0,1,0,2,Medium,lower,1.95
House,sector 24,2.0,8.0,3+,Relatively New,1350.0,1,1,2,Medium,lower,4.5
Flat,sector 82a,1.0,1.0,No,Relatively New,650.0,0,0,0,Low,mid,0.62
Flat,sector 89,2.0,3.0,3,Under Construction,1502.0,0,0,0,Medium,mid,0.8
Flat,sector 70a,2.0,2.0,2,Relatively New,841.0,0,0,2,Low,mid,0.85
Flat,sector 84,4.0,4.0,3,Relatively New,3222.0,1,0,0,Low,mid,2.2
Flat,sector 78,2.0,2.0,1,Moderately Old,1115.0,0,1,0,Medium,mid,0.62
Flat,sector 67,1.0,1.0,1,Relatively New,826.0,0,0,0,Low,high,0.95
Flat,sector 92,4.0,3.0,2,New Property,1983.0,0,0,0,Medium,high,0.95
Flat,sector 43,3.0,3.0,3,Old Property,1320.0,0,0,2,Medium,lower,1.35
Flat,sector 50,4.0,3.0,3,Moderately Old,10000.0,1,0,0,Low,mid,8.0
Flat,sector 107,3.0,4.0,3+,Relatively New,1950.0,1,0,2,Medium,mid,1.35
House,sector 23,3.0,2.0,No,Old Property,3078.0,0,0,0,Low,lower,5.1
Flat,sector 83,3.0,3.0,3,Relatively New,1600.0,1,0,2,High,mid,1.73
Flat,sohna road,2.0,2.0,1,Relatively New,516.0,0,0,0,Low,mid,0.24
Flat,sohna road,2.0,2.0,2,Relatively New,520.0,0,0,0,Low,lower,0.28
Flat,sector 53,3.0,4.0,3+,Moderately Old,2217.0,1,0,2,Low,mid,6.0
House,sector 63a,3.0,3.0,3+,New Property,2771.0,1,0,2,High,lower,3.85
Flat,sector 2,2.0,2.0,3,Moderately Old,1280.0,0,0,2,Medium,lower,0.95
House,sohna road road,5.0,5.0,3+,Relatively New,1350.0,0,0,0,Low,lower,1.35
Flat,sohna road,1.0,1.0,1,New Property,778.0,0,0,0,Medium,lower,0.22
Flat,sector 83,2.0,2.0,2,Relatively New,1154.0,0,0,0,High,mid,0.83
Flat,sector 104,4.0,4.0,3+,Relatively New,2850.0,1,0,0,Medium,mid,2.78
House,sector 7,5.0,3.0,No,Old Property,148.0,0,0,0,Low,lower,2.25
Flat,sector 90,2.0,3.0,2,Relatively New,1502.0,0,0,2,Low,mid,0.7
Flat,sector 63a,2.0,2.0,2,Under Construction,1167.0,0,0,0,Low,lower,1.55
Flat,sector 83,3.0,3.0,3,New Property,2323.0,0,0,2,Low,mid,0.75
Flat,sector 99a,2.0,2.0,3,Under Construction,1133.0,0,0,0,Medium,lower,0.59
Flat,sector 65,4.0,4.0,3,Relatively New,1650.0,0,0,2,Medium,lower,2.8
Flat,sohna road,2.0,2.0,2,Relatively New,913.0,0,0,0,High,lower,0.53
House,sector 25,6.0,8.0,3+,Relatively New,2844.0,1,1,1,Low,lower,13.0
Flat,sector 66,3.0,4.0,2,Relatively New,1800.0,1,0,2,High,mid,2.1
Flat,sohna road,2.0,1.0,3,New Property,828.0,0,0,0,Medium,lower,0.54
Flat,sector 12,3.0,3.0,1,Old Property,905.0,0,0,0,Low,lower,0.35
Flat,sector 62,2.0,2.0,2,New Property,1365.0,1,0,0,Medium,high,2.1
Flat,sector 33,3.0,3.0,3,Under Construction,588.0,0,0,0,Medium,lower,1.4
Flat,sector 108,3.0,3.0,3,Relatively New,1663.0,0,0,0,High,mid,0.8
Flat,sector 104,3.0,4.0,3,Relatively New,4179.0,1,0,2,High,high,2.65
House,sector 6,3.0,2.0,1,Old Property,612.0,0,0,0,Low,lower,0.66
Flat,sector 67,3.0,4.0,3+,Moderately Old,3529.0,1,0,2,Medium,mid,2.32
Flat,sector 92,4.0,4.0,3,Relatively New,1939.0,1,0,0,Medium,high,1.25
Flat,sector 102,3.0,4.0,3,Relatively New,3209.0,1,0,0,Medium,high,1.9
Flat,sector 37c,3.0,3.0,3,Relatively New,3126.0,0,0,0,Low,lower,1.25
Flat,sohna road,2.0,2.0,1,Relatively New,743.0,0,0,0,Low,mid,0.28
Flat,sector 92,2.0,2.0,3,Under Construction,1217.0,0,0,0,Low,mid,0.7
House,sector 48,7.0,7.0,3+,Old Property,2403.0,1,1,2,Medium,lower,4.95
Flat,sector 83,3.0,3.0,2,Relatively New,3237.0,0,0,0,Low,mid,1.18
Flat,sector 28,3.0,5.0,3+,Old Property,2589.0,0,0,0,Low,mid,3.0
House,sector 4,3.0,4.0,1,Moderately Old,990.0,0,0,0,Low,lower,1.1
Flat,manesar,3.0,4.0,3,Moderately Old,4463.0,1,0,0,Medium,mid,0.95
Flat,sector 63,3.0,3.0,3+,New Property,3076.0,0,0,0,Medium,lower,3.4
House,sector 28,4.0,4.0,3+,Relatively New,2430.0,1,1,2,Medium,lower,8.4
House,sector 8,1.0,1.0,1,Moderately Old,556.0,0,0,0,Low,lower,0.45
House,sector 3 phase 3 extension,2.0,1.0,No,Moderately Old,1100.0,0,0,0,Low,lower,0.55
House,sector 37d,1.0,1.0,No,Relatively New,1535.0,0,0,0,Low,lower,1.16
Flat,sector 83,3.0,3.0,2,Relatively New,1570.0,0,0,0,Low,mid,1.08
Flat,sector 3,2.0,2.0,2,Old Property,900.0,0,0,0,Medium,lower,0.58
Flat,sector 70,3.0,5.0,3,Relatively New,3054.0,1,0,0,High,mid,1.65
Flat,sector 69,3.0,3.0,2,Relatively New,1428.0,0,0,0,Medium,lower,1.4
Flat,sector 92,3.0,3.0,3,Relatively New,1692.0,0,0,2,Medium,mid,0.8
House,sector 17,2.0,1.0,No,Old Property,891.0,0,0,0,Low,lower,0.29
Flat,sector 88a,2.0,2.0,3,Relatively New,2774.0,0,0,2,High,high,1.19
House,sector 105,3.0,2.0,1,Old Property,1186.0,0,0,0,Low,lower,1.2
Flat,sector 33,2.0,2.0,2,New Property,1492.0,0,0,0,Medium,lower,1.2
Flat,sector 104,3.0,4.0,3+,Relatively New,4123.0,1,0,0,Medium,mid,2.6
Flat,sector 89,2.0,2.0,2,Under Construction,1230.0,0,0,0,Low,lower,1.0
Flat,sector 67,4.0,4.0,3+,Relatively New,2854.0,1,0,2,High,high,4.5
Flat,sector 37c,3.0,3.0,3+,Relatively New,3578.0,1,0,0,Low,lower,1.44
Flat,sector 108,3.0,3.0,3,Relatively New,1460.0,0,0,0,Low,high,2.45
Flat,sector 63a,2.0,2.0,2,Under Construction,1400.0,0,0,0,Low,lower,2.1
Flat,sector 95,2.0,2.0,No,New Property,637.0,0,0,0,Low,mid,0.35
Flat,sector 24,3.0,4.0,3+,Old Property,6402.0,1,1,2,Medium,lower,4.25
Flat,sector 50,3.0,4.0,3+,Moderately Old,1870.0,1,0,2,High,mid,1.8
House,sector 104,3.0,3.0,1,Moderately Old,900.0,0,0,1,Low,lower,0.62
Flat,sector 61,3.0,3.0,2,Under Construction,1811.0,0,0,0,Low,lower,2.2
Flat,sector 113,3.0,3.0,3+,Relatively New,2460.0,1,0,0,High,lower,3.0
House,sector 24,4.0,4.0,2,Old Property,2844.0,0,0,0,Low,lower,6.5
Flat,sector 70a,3.0,3.0,3+,New Property,1900.0,1,0,0,Medium,mid,1.68
Flat,sector 33,3.0,3.0,3,New Property,1900.0,1,0,2,Low,mid,2.2
Flat,sector 86,2.0,2.0,1,New Property,557.0,1,0,0,Low,mid,0.41
Flat,sector 37d,3.0,3.0,3+,Under Construction,1600.0,0,0,0,Medium,lower,1.35
Flat,sector 102,3.0,4.0,2,Relatively New,3175.0,1,0,2,High,high,1.91
Flat,sector 37d,3.0,3.0,2,Under Construction,1450.0,0,0,0,Medium,lower,1.07
House,sector 11,10.0,6.0,3+,Old Property,3500.0,0,0,0,Low,lower,1.35
Flat,sector 104,3.0,3.0,3,Under Construction,1528.0,0,0,0,Low,lower,1.75
Flat,sector 37d,3.0,3.0,3+,Relatively New,2191.0,0,0,0,Low,mid,1.71
Flat,sector 79,2.0,2.0,3,Relatively New,1700.0,0,0,0,Low,lower,1.0
Flat,sector 111,1.0,1.0,1,Relatively New,374.0,0,0,1,Medium,lower,0.5
Flat,sector 89,1.0,1.0,1,New Property,430.0,0,0,0,Medium,mid,0.25
Flat,sector 33,2.0,2.0,2,New Property,1095.0,0,0,0,Low,lower,1.3
House,sector 52,9.0,9.0,3+,Moderately Old,2700.0,1,0,2,Low,lower,5.5
Flat,sector 36a,2.0,2.0,2,Relatively New,1479.0,0,0,0,Medium,high,2.3
Flat,sector 108,2.0,2.0,2,Relatively New,2060.0,0,0,0,Low,lower,1.0
Flat,sector 85,2.0,3.0,3+,Relatively New,1575.0,0,1,0,Medium,lower,1.04
Flat,sector 82,4.0,5.0,3+,Relatively New,2535.0,0,0,0,Medium,lower,1.75
Flat,sector 78,2.0,2.0,2,Moderately Old,1422.0,0,0,0,Medium,mid,0.69
Flat,sector 70a,3.0,3.0,3,Relatively New,1788.0,1,0,0,Low,mid,1.51
Flat,sector 59,3.0,4.0,3,Under Construction,2076.0,0,0,0,Low,lower,4.25
Flat,sector 65,3.0,3.0,3,Relatively New,1500.0,1,0,2,Medium,lower,2.35
Flat,sector 102,3.0,3.0,3,Relatively New,1300.0,1,0,0,Low,mid,1.45
Flat,sector 67,3.0,3.0,3+,Moderately Old,2236.0,1,0,2,High,mid,2.95
Flat,sector 79,3.0,3.0,3,Relatively New,2161.0,0,0,0,Low,lower,1.35
Flat,sector 109,4.0,4.0,2,Relatively New,2380.0,1,0,0,Medium,mid,2.0
Flat,sector 67a,2.0,2.0,2,Relatively New,581.0,0,0,0,Medium,lower,0.55
Flat,sector 37c,2.0,2.0,1,Relatively New,850.0,0,0,2,High,mid,0.35
Flat,sector 90,4.0,4.0,3+,Relatively New,2139.0,1,0,0,Medium,lower,1.55
Flat,sector 71,3.0,3.0,3,Moderately Old,1577.0,1,0,2,Medium,mid,1.16
Flat,sector 103,2.0,3.0,3,Relatively New,1613.0,1,0,2,Medium,lower,0.93
Flat,sector 79,3.0,3.0,3,Relatively New,2641.0,0,0,2,Medium,mid,1.2
Flat,sector 99,2.0,2.0,3+,Under Construction,1235.0,0,0,0,Medium,high,0.92
Flat,sector 104,3.0,3.0,3+,Relatively New,2217.0,1,0,2,Medium,mid,2.49
Flat,sector 92,4.0,3.0,2,Relatively New,2167.0,0,0,0,Low,lower,1.0
House,sector 43,7.0,7.0,3+,Moderately Old,2034.0,1,1,0,Low,lower,6.25
House,sector 5,5.0,4.0,2,Old Property,2367.0,0,0,0,Low,lower,3.5
Flat,sector 102,3.0,4.0,3+,Relatively New,1747.0,1,0,2,Medium,high,1.75
Flat,sector 86,3.0,3.0,1,Relatively New,1719.0,0,0,0,Low,high,1.5
Flat,sector 28,4.0,5.0,3+,Moderately Old,3406.0,1,0,2,Low,mid,5.5
Flat,sector 113,2.0,2.0,No,New Property,1310.0,0,0,0,Medium,mid,1.83
Flat,sector 37c,2.0,2.0,1,Relatively New,925.0,0,0,0,Medium,mid,0.38
Flat,sector 65,4.0,4.0,3+,Relatively New,1975.0,1,0,2,High,lower,2.85
Flat,sector 69,3.0,3.0,1,Under Construction,1210.0,1,0,0,Medium,mid,0.74
Flat,sector 56,3.0,3.0,3+,Old Property,1450.0,0,0,0,High,lower,1.37
Flat,sector 90,4.0,4.0,3+,Relatively New,2214.0,0,0,2,High,high,1.65
Flat,sector 106,4.0,5.0,3+,Relatively New,1535.0,1,0,0,Low,mid,1.32
Flat,sector 9a,3.0,3.0,2,Moderately Old,1722.0,0,0,2,Medium,mid,0.94
Flat,sector 65,3.0,3.0,3,Relatively New,1650.0,1,0,0,High,lower,2.35
Flat,sector 4,2.0,2.0,1,Relatively New,950.0,0,0,0,Low,,0.39
Flat,sector 86,2.0,2.0,1,Under Construction,646.0,0,0,0,Medium,lower,0.45
Flat,sector 83,4.0,4.0,3,Relatively New,2000.0,1,0,0,Medium,mid,1.42
Flat,sector 102,2.0,2.0,2,Under Construction,828.0,0,0,0,Low,mid,1.35
Flat,sector 68,2.0,2.0,3,New Property,1126.0,0,0,0,Low,mid,1.15
Flat,sector 104,3.0,4.0,3+,Relatively New,2000.0,1,0,2,Medium,mid,1.05
House,sector 76,4.0,4.0,No,New Property,3111.0,0,0,0,Low,mid,1.75
Flat,sector 84,2.0,2.0,3+,Relatively New,1221.0,0,0,0,Medium,mid,0.69
Flat,sector 66,3.0,3.0,3,Relatively New,2000.0,1,0,2,Low,mid,2.99
Flat,sector 56,1.0,1.0,1,Old Property,672.0,0,0,2,Medium,lower,0.47
Flat,sector 69,2.0,3.0,No,Relatively New,1100.0,0,0,0,Medium,lower,1.2
House,sector 8,4.0,6.0,1,Relatively New,558.0,0,0,0,Low,lower,1.6
Flat,sector 2,2.0,2.0,3,Moderately Old,1280.0,0,0,0,Medium,lower,1.01
Flat,sohna road,3.0,3.0,3+,Relatively New,2764.0,0,0,0,High,lower,1.14
Flat,sector 86,3.0,4.0,3,Relatively New,1339.0,0,0,0,Low,lower,1.25
Flat,sector 110,4.0,4.0,3+,Relatively New,2350.0,1,0,0,High,lower,2.25
Flat,sohna road,2.0,2.0,1,Relatively New,743.0,0,0,0,Low,lower,0.29
House,sector 70a,4.0,5.0,3+,Relatively New,2610.0,1,1,2,Medium,lower,5.4
House,sector 109,4.0,5.0,2,Relatively New,2430.0,1,0,2,Medium,lower,5.9
House,sector 47,3.0,9.0,3+,Relatively New,1935.0,0,1,2,Medium,lower,5.15
Flat,sector 37d,3.0,3.0,2,Under Construction,778.0,0,0,0,Low,lower,0.5
Flat,sector 53,3.0,3.0,3,Under Construction,2892.0,0,0,0,Medium,high,6.02
Flat,sector 65,4.0,4.0,3+,Relatively New,2194.0,1,0,1,High,lower,2.79
Flat,sector 67,3.0,4.0,3,Relatively New,2490.0,1,0,2,Medium,high,3.5
House,sector 9,3.0,2.0,1,Old Property,822.0,0,0,0,Low,lower,0.5
Flat,sector 111,3.0,4.0,2,Moderately Old,2200.0,1,0,0,Medium,mid,2.58
Flat,sector 25,4.0,4.0,3,Old Property,2333.0,1,0,2,Low,high,3.7
Flat,sector 85,4.0,4.0,3,Relatively New,2600.0,1,0,0,Low,mid,2.09
Flat,sector 103,3.0,3.0,3+,Relatively New,1620.0,0,0,2,High,lower,1.35
Flat,sector 72,4.0,5.0,2,Moderately Old,2628.0,1,0,0,Low,mid,4.0
Flat,sector 104,3.0,2.0,2,New Property,2188.0,0,0,0,Low,high,1.35
Flat,sector 99a,2.0,2.0,1,Relatively New,538.0,0,0,0,Low,mid,0.27
House,new sector 2,3.0,2.0,2,Old Property,120.0,0,0,0,Low,lower,1.0
House,sector 31,2.0,4.0,3+,Old Property,1460.0,0,0,0,Low,lower,4.6
Flat,sector 90,2.0,2.0,3,New Property,1350.0,0,0,0,Medium,mid,0.7
House,sector 26,6.0,6.0,2,Old Property,4518.0,1,0,2,Low,lower,18.0
Flat,sector 104,3.0,3.0,3+,Relatively New,2072.0,1,0,0,High,high,1.85
Flat,sector 2,1.0,1.0,2,Moderately Old,588.0,0,0,0,Low,mid,0.55
Flat,sector 93,2.0,2.0,No,Relatively New,597.0,0,0,0,Low,mid,0.85
Flat,sector 83,3.0,3.0,2,Relatively New,1588.0,0,1,2,High,mid,1.1
Flat,sector 82a,5.0,5.0,3+,Relatively New,2896.0,0,0,1,Low,mid,3.5
House,sector 27,5.0,5.0,3+,Relatively New,1350.0,1,0,2,Low,lower,4.25
Flat,sector 28,2.0,1.0,1,Old Property,1188.0,0,0,0,Medium,lower,0.95
Flat,sector 88a,3.0,3.0,3+,New Property,1306.0,0,0,0,Medium,mid,1.75
Flat,new sector 2,2.0,2.0,2,Relatively New,73.0,0,0,0,Low,lower,1.6
Flat,sector 37c,4.0,5.0,3,Relatively New,4685.0,1,0,0,Low,mid,1.4
Flat,sector 95,2.0,2.0,1,New Property,950.0,0,0,0,Low,mid,0.3
Flat,sohna road,2.0,2.0,3+,New Property,1176.0,0,0,0,Medium,lower,0.95
Flat,sector 104,2.0,2.0,3,Under Construction,1148.0,0,0,0,Medium,high,1.1
House,sector 57,4.0,3.0,3+,Moderately Old,1665.0,1,1,0,High,lower,3.3
House,sector 4,3.0,3.0,No,Moderately Old,1130.0,0,0,0,Low,lower,0.85
House,sector 3,3.0,3.0,No,Moderately Old,112.0,0,0,0,Low,lower,0.9
Flat,sector 68,2.0,2.0,2,New Property,1361.0,1,0,0,Medium,high,1.0
Flat,sector 102,3.0,3.0,3,Relatively New,2629.0,1,0,2,Medium,lower,1.3
Flat,sector 99a,2.0,2.0,2,New Property,946.0,0,0,0,Medium,lower,0.32
House,sector 4,3.0,3.0,2,Old Property,2250.0,0,0,0,Low,lower,3.25
Flat,sohna road,2.0,2.0,2,Relatively New,1043.0,0,0,0,Medium,lower,0.65
Flat,sector 69,4.0,4.0,2,Relatively New,1888.0,0,0,0,High,lower,2.05
Flat,sector 70,2.0,2.0,3,Relatively New,1221.0,0,0,0,Low,mid,1.15
Flat,sector 70,3.0,4.0,3,Relatively New,3054.0,1,0,2,Low,mid,1.65
Flat,sector 92,4.0,3.0,3,Under Construction,2093.0,1,0,0,Medium,mid,1.22
Flat,sohna road,2.0,2.0,1,New Property,644.0,0,0,0,Low,mid,0.32
House,sector 25,5.0,5.0,3+,Relatively New,3096.0,1,1,0,Low,lower,11.0
House,sector 103,4.0,5.0,No,Relatively New,4700.0,0,0,0,Medium,mid,3.15
Flat,sector 113,4.0,4.0,3+,Under Construction,2553.0,1,0,0,Medium,lower,2.87
Flat,sector 102,3.0,4.0,3+,Relatively New,2000.0,1,0,0,Medium,high,2.22
Flat,manesar,3.0,3.0,3+,Moderately Old,1900.0,1,0,0,Medium,lower,0.86
Flat,sector 99a,2.0,2.0,1,Relatively New,498.0,0,0,0,Medium,mid,0.27
Flat,sector 37d,3.0,5.0,3,Under Construction,1832.0,1,0,0,Low,mid,1.0
Flat,sector 37c,3.0,5.0,3+,Relatively New,1400.0,1,0,0,Low,mid,0.99
Flat,sohna road,2.0,2.0,2,Relatively New,534.0,0,0,0,Medium,mid,0.29
Flat,sector 79,3.0,3.0,3,Relatively New,2530.0,0,0,2,Medium,high,1.28
Flat,sector 79,3.0,3.0,3,New Property,1650.0,1,0,0,Medium,mid,1.85
Flat,sohna road,2.0,2.0,2,New Property,4986.0,0,0,0,Low,mid,2.6
House,sector 55,5.0,4.0,3+,Moderately Old,1548.0,1,1,2,Medium,lower,3.1
Flat,sector 37c,2.0,2.0,1,Relatively New,850.0,0,0,2,High,lower,0.33
Flat,sector 12,2.0,2.0,1,New Property,800.0,0,0,1,Low,lower,0.6
Flat,sector 63a,2.0,2.0,2,Under Construction,1372.0,0,0,0,Low,lower,1.4
House,sector 43,3.0,9.0,3+,Moderately Old,1935.0,1,0,2,Medium,lower,5.3
Flat,sector 90,3.0,3.0,3+,Moderately Old,2144.0,1,0,0,Medium,mid,1.2
Flat,sector 79,3.0,3.0,2,Relatively New,1362.0,0,0,0,Medium,mid,1.35
Flat,sohna road,2.0,2.0,3+,New Property,1344.0,0,0,0,Medium,mid,0.74
Flat,sector 93,3.0,4.0,2,Relatively New,1350.0,0,0,2,Medium,mid,1.45
Flat,sector 2,3.0,3.0,3+,Moderately Old,1610.0,0,0,0,Medium,mid,1.4
Flat,sector 108,2.0,2.0,3,Relatively New,1548.0,0,0,0,Low,lower,0.7
House,sector 86,4.0,4.0,3+,Moderately Old,2800.0,1,0,2,Medium,lower,2.47
Flat,sector 70a,3.0,3.0,3+,Relatively New,2150.0,0,0,0,Low,mid,2.75
House,sector 2,4.0,4.0,3+,Moderately Old,2400.0,1,0,0,Low,lower,4.0
Flat,sector 102,2.0,2.0,3,Relatively New,1009.0,0,1,0,Medium,lower,1.3
House,sector 57,6.0,6.0,2,Moderately Old,3450.0,1,1,1,High,lower,3.65
Flat,sector 81,3.0,3.0,3+,Relatively New,1570.0,1,0,1,Low,mid,2.2
Flat,sector 65,4.0,4.0,3+,Relatively New,1975.0,1,0,2,High,lower,2.9
Flat,sector 70,2.0,2.0,2,Relatively New,1444.0,0,0,0,Medium,mid,1.1
Flat,sector 90,4.0,4.0,3+,Relatively New,2467.0,1,0,0,Medium,high,1.75
House,sector 50,4.0,4.0,3+,Moderately Old,2700.0,1,0,2,Medium,lower,11.0
House,sector 23,5.0,5.0,3+,Old Property,1557.0,0,0,2,Medium,lower,2.8
Flat,sector 37c,3.0,3.0,3,New Property,1500.0,0,0,2,Low,lower,1.05
Flat,sector 50,3.0,3.0,3+,Moderately Old,1950.0,0,0,2,High,mid,2.35
Flat,sector 62,4.0,5.0,3+,Relatively New,3924.0,1,1,2,High,mid,7.15
Flat,sector 81,2.0,2.0,1,New Property,704.0,0,0,1,Medium,mid,0.5
Flat,sector 68,2.0,2.0,3,New Property,1311.0,0,0,0,Low,high,1.0
Flat,sector 65,3.0,3.0,3,Moderately Old,3043.0,0,0,1,Low,mid,5.9
Flat,sector 104,3.0,3.0,3,Relatively New,1490.0,0,0,0,Medium,mid,0.98
Flat,sector 33,3.0,3.0,2,Under Construction,1619.0,0,0,0,Low,mid,2.1
Flat,sector 92,3.0,3.0,2,Relatively New,1574.0,0,0,0,Low,lower,0.65
Flat,sector 102,3.0,3.0,3,Relatively New,1493.0,1,0,0,High,mid,1.45
Flat,sohna road,2.0,2.0,1,New Property,590.0,0,0,0,Medium,mid,0.42
Flat,sector 24,4.0,5.0,3+,New Property,3889.0,1,0,1,Low,lower,6.5
House,sector 3,4.0,2.0,2,Old Property,1170.0,0,0,0,Low,lower,0.75
Flat,sohna road,2.0,2.0,2,Relatively New,1318.0,0,0,2,Medium,mid,0.78
Flat,sector 3,2.0,2.0,3,Under Construction,1306.0,0,0,0,Medium,lower,1.2
Flat,manesar,3.0,3.0,3+,Moderately Old,2944.0,1,0,0,Low,mid,1.25
Flat,sector 69,4.0,4.0,2,Relatively New,1819.0,0,0,0,Medium,lower,1.7
Flat,sector 91,2.0,2.0,2,Relatively New,1185.0,0,0,0,Medium,mid,0.95
Flat,sohna road,2.0,2.0,1,Relatively New,922.0,0,0,0,Low,lower,0.54
Flat,sector 68,2.0,2.0,2,New Property,1311.0,0,0,0,Low,lower,0.9
Flat,sector 79,3.0,4.0,3,New Property,1642.0,1,0,0,Low,high,1.85
Flat,sector 65,3.0,3.0,3,Relatively New,2937.0,1,0,0,Low,lower,2.55
House,sector 24,3.0,3.0,1,Old Property,540.0,0,0,0,Low,lower,1.45
Flat,sector 89,3.0,3.0,3+,New Property,2122.0,1,0,0,Low,lower,1.3
House,sector 12,9.0,9.0,3+,Old Property,9000.0,0,0,0,Low,lower,6.0
House,sector 43,5.0,5.0,3+,Relatively New,2700.0,1,0,2,Low,lower,7.0
Flat,sector 95,2.0,2.0,2,New Property,809.0,0,0,0,Medium,mid,0.46
Flat,sector 61,3.0,3.0,3,Under Construction,1721.0,0,0,0,Low,lower,2.17
House,sector 25,4.0,3.0,3+,Moderately Old,1350.0,0,1,0,Medium,lower,4.45
Flat,sector 84,2.0,2.0,3,Relatively New,1457.0,0,0,2,Medium,lower,1.2
Flat,sector 89,3.0,3.0,No,New Property,1423.0,0,0,0,Medium,lower,1.25
Flat,sector 37c,2.0,3.0,3+,Under Construction,1298.0,0,0,0,Medium,mid,0.7
Flat,sector 89,3.0,3.0,2,New Property,1581.0,0,0,0,Low,lower,1.42
Flat,sector 81,4.0,5.0,2,Relatively New,2882.0,1,0,2,Medium,mid,3.0
Flat,sector 85,2.0,2.0,3+,Relatively New,2811.0,0,1,0,Medium,high,1.3
Flat,sector 3 phase 3 extension,2.0,2.0,1,Relatively New,570.0,0,0,1,Low,lower,0.22
Flat,sector 54,4.0,6.0,3+,Moderately Old,2455.0,1,0,2,Medium,mid,6.75
Flat,sector 102,3.0,4.0,3,Relatively New,1709.0,1,0,0,Low,high,1.8
Flat,sector 111,4.0,4.0,3+,Under Construction,3056.0,0,0,0,Medium,mid,4.67
Flat,sector 104,2.0,2.0,2,Under Construction,1754.0,0,0,0,Low,high,1.2
Flat,sohna road,2.0,2.0,2,Relatively New,900.0,0,0,0,Low,lower,0.4
Flat,sector 69,3.0,3.0,2,Relatively New,1428.0,0,0,2,Medium,mid,1.42
Flat,sector 92,4.0,3.0,3,Moderately Old,1770.0,0,0,0,Medium,lower,0.95
Flat,sector 22,3.0,5.0,3+,New Property,2796.0,1,0,0,Medium,mid,4.63
Flat,sector 65,4.0,4.0,No,Relatively New,2194.0,0,1,0,Medium,lower,2.9
Flat,sector 102,3.0,3.0,3,Relatively New,2629.0,1,0,0,Medium,lower,1.4
Flat,sector 102,3.0,4.0,3+,Relatively New,1900.0,1,0,2,High,mid,2.0
Flat,sector 85,4.0,4.0,3,Relatively New,2300.0,1,0,0,Low,mid,2.14
House,sector 50,4.0,4.0,3+,Moderately Old,1760.0,1,0,2,Medium,lower,7.35
Flat,sector 79,3.0,4.0,2,New Property,2389.0,1,0,0,Low,mid,1.9
Flat,sector 107,2.0,2.0,3+,Relatively New,2408.0,0,0,2,High,mid,0.8
House,sector 82a,5.0,6.0,3+,Relatively New,5140.0,0,0,0,Medium,mid,3.85
Flat,sector 68,2.0,2.0,3,Under Construction,1126.0,0,0,0,Medium,mid,0.92
